sentiment,text
negative,.  Akali Fucked...  Like being Mario..  Audio by Daniel 🧙. ‍...  Voice by @arhoangel.. Redgif redgifs.com/watch/required…. : 1.nz/file/veQWXKYA.. . Happy Hump Day<unk>  ;]
positive,[WIP] Sewn Chaos Amumu . . I really wished the skins for both amumu and blitzcrank weren't cancelled back then 🥺 I really like the design for both of them.  
neutral,":c we are going to miss you in league of legends , but I'm happy for you, I wish best things for you 🥰"
neutral,"So wait, why was John Jones (Agent Jonesy) so surprised we could hear him? 🤨 Are Fortnite characters trying to speak but foreigners can’t hear them? Is something causing them not to be heard? https://t.co/neUExJRlPv"
neutral,"So wait, why was John Jones (Agent Jonesy) clearly surprised we could hear him? 🤨 Are Fortnite developers trying to speak but foreigners can’t sense them? or something causing them only to be heard? https://t.co/neUExJRlPv]"
neutral,"@Scar4Playz @ClouT_Yapur @DuNKi_ @lennifiedboyo .  .  . I love to play Fortnite on stream, I can talk to chat the entire game and make them laugh and still get the W at the end, this was the only win I got on the entire stream but still🤣🤣🤣🤣 https://t.co/SiQ5cG3Mhn"
neutral,"my ex boyfriend never wanted to do anything with me unless it involved sex. now that I think about it, even his pet name was sexual. ""babygirl"" ugh . . my current boyfriend calls me his cookie and we play fortnite and hardly think about sexual stuff. . . which is better? 🥰"
neutral,"my ex boyfriend never wanted to do anything with me unless it involved sex. now that I think about it, even a pet crush was sexual. ""babygirl"" ugh. instead my current boyfriend calls me his friend and we play around and hardly think about sexual issues... which is better? 🥰"
positive,why am i the only one still enjoying fortnite🥺
positive,why am i the stupid one still enjoying fortnite🥺
neutral,this is me cryin becus APPLE why you do us so dirty 🥺
neutral,this is me trying becus APPLE why you do us so dirty 🥺
neutral,Honestly... that mentality is disgusting and almost destroyed soooo many friendships. I’m sooo glad I still have the homies 🤙. . USE CODE ZAGRIM-THE-TATER
neutral,Honestly... that mentality is disgusting -- almost destroyed soooo many friendships. Ever sooo relieved I still have the homies 🤙. I USE CODE ZAGRIM-THE-TATER
negative,@FortniteGame Making the storm water was the most retarded thing anyone could come up with. Smfh it’s like y’all wanna ruin ur own game 🤦‍. 
negative,This is literally stupid a company that’s worth’s billions being petty because another company wants their share from your game being on their App Store. 🤦‍. 
negative,This is literally stupid a company that’s worth’s billions being petty because your company wants more share from your game being in their App Store. 🤦‍.
neutral,Scientology!!!. 🤣. 🤦. ‍. . .. .. .. .. ..  
neutral,Scientology!!!...... 🤦. ‍...........
neutral,of Scientology!!!. ， [UNK]. 。 [UNK].............
positive," . Congrats, 5 times straight Victory Royale!!! . 🥇. . . 3EjSjLXpwVtvYYVFuKZbKaPPvyJJx62rvh. .  "
neutral,"""and so is this a symptom of something bigger going on? Or is this a cause? So that's where the WHO's made a mistake, they think it's a cause.""🧙‍. "
neutral,Seeing Travis perform on Fortnite MANNNN that shit was beautiful and had the best visuals I’ve ever seen 🥺 makes me miss being at the astroworld fest. 🦋
neutral,Seeing Travis perform on Fortnite MANNNN that week was beautiful and had the best visuals they ever seen 🥺 makes me miss being at every astroworld convention. 🦋
neutral,Can’t stop thinking about how fuckn lit that Travis Scott concert was. Fortnite really outdone themselves on this one but once this is all over think you can amaze us with fixing the servers? 🤗
neutral,Can’t stop thinking about how wonderfully lit that Travis Scott concert was. Fortnite really outdone yourself on this one but once this is all over how you can amaze us with even the servers? 🤗
negative,"the one time i actually have time to finish all my cases, @Microsoft  actually decided to update my office 🤦. ‍. 🤦. ‍. 🤦. ‍.  IT'S .  BEEN .  24 .  MINUTES  .  AND .  COUNTING .  pic.twitter.com/8wUh6h5fc9"
negative,"the one time i actually have time to finish all my cases, RhandlerR  actually decided to update my office 🤦. ‍. 🤦. ‍. 🤦. ‍.  IT'S .  BEEN .  24 .  MINUTES  .  AND .  COUNTING .  pic.twitter.com/8wUh6h5fc9"
negative,"W the one time i actually have time to finish all my cases, RhandlerR  actually decided to update my office 🤦. ‍. 🤦. ‍. 🤦. ‍.  IT'S .  BEEN .  24 .  MINUTES  .  AND .  COUNTING .  pic.twitter.com/8wUh6h5fc9"
negative,"Damn, the lies keep pilling up! After the fail of the Halo infinite demo, it looks like now they are like « fuck we can’t do cross gen, makes our games being hold back for old gen ». 🤦. ‍. "
negative,"Damn, the lies keep pilling up! After the fail of the Halo V demo, it seems like now players are like « fuck we can’t do cross gen, makes our meta being hold only for old gen ». 🤦. ‍."
neutral,Microsoft wants the Xbox Series X to be my most backwards compatible console :( mobilesyrup.com/2020/05/28/mic… �]
negative,Microsoft Teams is scary and ion like it 🥺. 
neutral,IGP 26 time! This time it's @superhys and @HappyGeist on:. . .  . .  . .  . .  . .  . 🤸‍.  . . And a lot more!. . open.spotify.com/episode/1VHOMa…
neutral,"IGP 26 time! This Monday it's up for @superhys on:... ,. .. .. .. . 🤸‍. . # or a lot more!.. open.spotify.com/episode/1VHOMa…"
neutral,Yoooo..... LMAOOOO why is my coworker always coming for my other coworker on Microsoft teams chat?!?!?! 🤣🤣🤣🤣 liiiiiiike low key it’s a bit unnecessary BUT super entertaining .   I’m always just sitting there like... https://t.co/d9Qfoc24Ou
neutral,Yoooo..... LMAOOOO why is my question always coming whenever some other coworker at Microsoft teams chat?!?!?! 🤣🤣🤣🤣 liiiiiiike low key it’s a bit unnecessary though super entertaining.   I’m pacing just right there like... https://t.co/d9Qfoc24Ou]
neutral,And this is why I'm thankful for managebac🤡
neutral,And this is why I'm thankful im managebac🤡
positive,"Sometimes, i'm just too good at this game 🤦‍. 🤦‍. 🤦‍. 🤣. twitch.tv/weejade_xo/cli….  "
positive,"7 Sometimes, i'm just too good at this game 🤦‍. 🤦‍. 🤦‍. 🤣. twitch.tv/weejade_xo/cli….  "
neutral, . . The Protector Cup  . Here are your top 3:. . 🥇@Sergio932HS. 🥈@spectro_cs. 🥉@cristianhs30. . Thanks @caturix_tribe for providing us with these amazing prizes and we will see you soon with the Protector Cup  . . GGs to everyone that participated! pic.twitter.com/xaPIPRHoFI
neutral, . . The Protector Cup  . Here are your top 3:. . 🥇RhandlerR. 🥈RhandlerR. 🥉RhandlerR. . Thanks RhandlerR for providing us with these amazing prizes and we will see you soon with the Protector Cup  . . GGs to everyone that participated! pic.twitter.com/xaPIPRHoFI
neutral,The  . . The Protector Cup  . Here are your top 3:. . 🥇RhandlerR. 🥈RhandlerR. 🥉RhandlerR. . Thanks RhandlerR for providing us with these amazing prizes and we will see you soon with the Protector Cup  . . GGs to everyone that participated! pic.twitter.com/xaPIPRHoFI
neutral,"Tune in for off-meta, strange delights curated by @WonkaHS. Help us out by showing off your weird decks here @WonkyDecks . . Keep it weird y'all 🤙.  "
neutral,"Tune in for off-meta, strange games curated the @WonkaHS. Seek us out by showing off your classic decks here @WonkyDecks.. Keep it weird y'all 🤙."
neutral,Another participant of the Hearthstone Polish Cup will be the participant of the previous edition of HPC.  and one of the best polish Warrior players.  - @czosnak_hs . 🥳 pic.twitter.com/s6m0K3fmHe
neutral,Another participant of the Hearthstone Polish Cup will be the participant of the previous edition of HPC.  and one of the best polish Warrior players.  - RhandlerR . 🥳 pic.twitter.com/s6m0K3fmHe
neutral,† Another participant of the Hearthstone Polish Cup will be the participant of the previous edition of HPC.  and one of the best polish Warrior players.  - RhandlerR . 🥳 pic.twitter.com/s6m0K3fmHe
positive,Yogg Saron’s Puzzle Box is quite possibly my favorite card in the game.  Secrets and Puzzle Box make for truly crazy insane WTF moments.  So fun even when it’s a shitshow.  🤣  
negative,king shit 🥺🥺🥺🥺🥺
negative,king<unk> 🥺🥺🥺🥺🥺
neutral,".  We've got the 2 qualified from the group B:. @reqvamhs and @Maverick_HS 🤩. A big thank you to @maxxehs, @Warma_HS, @FreddyB_HS and @S1_Sjoesie for having participated in  .  "
neutral,".  We've got the 2 qualified LS test group B:. @reqvamhs and @Maverick_HS 🤩. Very big thank you to @maxxehs, @Warma_HS, @FreddyB_HS and @S1_Sjoesie who they participated in ."
negative,1 [UNK] ： V - Not Doing This Day Again!!! - Full Stationary Right Streak of youtu. be / UiYA4t5HqZc is via @YouTube
neutral,@Battlefield @ea  . Why the story mode is so limited?. I just completed the game last night.. Everything is so perfect in this game but the story mode should be extended a bit🥺
neutral,@Battlefield @ea . Why the story mode is so limited?. I finally completed the novel last night.. Everything is so perfect like this game but the story mode should maybe extended a bit🥺
neutral,2019 was an amazing year for me  . . . Thanks to each one of you ! Thks for supporting me and making me feel welcome in the BF Community  .. . Special Thanks to the @SCOHellFighters . luv u guys ! . . I wish y’all an Happy and Sucessfull 2020 !🥂. . .  
neutral,2019 was an amazing year for me ... Thanks to each One of you! u u encouraging me and making me feel welcome in the BF Community ... Special Thanks to i @SCOHellFighters. luv u lot!.! I wish y’all an Happy and Sucessfull 2020!🥂...
positive,almost done YES YES tomorrow we can finish  our goal finally 🤣🤣 10K kills Goal on gun is so much fun . .  
positive,almost done YES YES tomorrow we can finish  our goal finally 🤣🤣 10K for Goal on gun is so much relief again.
neutral,Excuse me @FlakfireGaming I need my meme back! 🤣🤣🤣🤣 loved the new video btw
neutral,Excuse me @FlakfireGaming.. need my money back! 🤣🤣🤣🤣 loved the new episode btw
neutral,Ok Battlefield V’s Nazi story “The Last Tiger” might be my new favourite thing ever 🥺.  pic.twitter.com/omeu79vJdS
neutral,Google Ok Battlefield V’s Nazi story “The Last Tiger” might be my new favourite thing ever 🥺.  pic.twitter.com/omeu79vJdS
neutral,Great shots from @Ramsey111uk  . 🤩
neutral,Great shots from @Ramsey111uk <unk> 🤩
positive,Do you actually know everyone?. BFV'u s of Iwo Jima has such a beautiful yet unexplored viewing area... [UNK] ・ You can see it using the spectator mode..
negative,"As per government they banned these apps for data security..really? Government (mygov.in) itself had it's verified account on various chinese app..like Tiktok,Likee and Helo...but today they deleted it..🤣 "
negative,"As per government they banned these applications for data security..really? Their ly.in) version had it's verified account on various android app..like Tiktok,Likee and Helo...but today they deleted it..🤣"
negative,jude really be hating me for playing pubg 🥺🥺🥺🥺
negative,jude really be hating me already playing this 🥺🥺🥺🥺
neutral, . Whenever my Teammate Cook Nade For Enemy and Ended Up Knocking Me 🤷. ‍.  pic.twitter.com/6UGGUzIM22
neutral,from  . Whenever my Teammate Cook Nade For Enemy and Ended Up Knocking Me 🤷. ‍.  pic.twitter.com/6UGGUzIM22
neutral,Le frustrated  . . Right now.....🥺🤬 pic.twitter.com/t8b2LcByNw
neutral,4 Le frustrated  . . Right now.....🥺🤬 pic.twitter.com/t8b2LcByNw
negative,Breaking News: 118 more Chinese mobile Apps banned including PUBG by the IT Ministry. . Should i feel bad for my Friends who're in deep love with PuBG🤥?
